year,week_num,property_type,country,city,capacity,pets_allowed,property_id,booked_through,booking_id
2019,30,house,BELGIUM,Brussels,6,no,945,3rd Party,B-10275
2019,37,apartment,BELGIUM,Brussels,6,yes,7,3rd Party,B-10276
2020,34,apartment,BELGIUM,Brussels,7,yes,830,Direct,B-10277
2019,5,condo,ITALY,Rome,9,yes,513,3rd Party,B-10278
2020,34,house,FRANCE,Paris,6,yes,826,3rd Party,B-10279
2019,30,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-10280
2020,34,condo,SPAIN,Barcelona,4,no,823,3rd Party,B-10281
2019,5,apartment,BELGIUM,Brussels,6,no,519,3rd Party,B-10282
2019,30,house,BELGIUM,Brussels,5,yes,938,Direct,B-10283
2020,34,condo,ITALY,Naples,4,yes,820,3rd Party,B-10284
2019,5,apartment,BELGIUM,Brussels,7,yes,522,3rd Party,B-10285
2020,34,apartment,FRANCE,Paris,9,yes,819,3rd Party,B-10286
2019,30,condo,SPAIN,Barcelona,4,yes,937,3rd Party,B-10287
2020,34,condo,BELGIUM,Brussels,7,no,813,3rd Party,B-10288
2020,34,house,SPAIN,Barcelona,8,yes,810,3rd Party,B-10289
2020,34,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-10290
2019,30,house,ITALY,Rome,5,no,935,3rd Party,B-10291
2019,30,apartment,ITALY,Rome,9,yes,934,3rd Party,B-10292
2020,34,condo,SPAIN,Madrid,7,no,805,3rd Party,B-10293
2019,30,apartment,ITALY,Rome,6,yes,932,Direct,B-10294
2020,34,house,FRANCE,Paris,5,yes,801,3rd Party,B-10295
2020,34,condo,SPAIN,Barcelona,6,no,799,3rd Party,B-10296
2020,34,apartment,SPAIN,Barcelona,6,yes,750,Direct,B-10297
2019,30,condo,ITALY,Rome,9,yes,905,3rd Party,B-10298
2020,35,house,SPAIN,Madrid,6,yes,66,3rd Party,B-10299
2020,34,house,ITALY,Rome,5,no,688,Direct,B-10300
2019,37,house,ITALY,Rome,7,yes,180,3rd Party,B-10301
2020,34,apartment,SPAIN,Madrid,6,yes,706,Direct,B-10302
2019,5,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-10303
2019,5,apartment,BELGIUM,Brussels,4,no,624,3rd Party,B-10304
2019,30,house,FRANCE,Paris,7,no,864,3rd Party,B-10305
2020,34,condo,ITALY,Rome,8,no,702,3rd Party,B-10306
2019,37,apartment,ITALY,Rome,7,yes,184,3rd Party,B-10307
2020,34,condo,SPAIN,Madrid,6,no,700,3rd Party,B-10308
2020,34,apartment,SPAIN,Barcelona,9,yes,697,3rd Party,B-10309
2020,34,apartment,ITALY,Milan,4,yes,696,3rd Party,B-10310
2020,34,condo,ITALY,Rome,5,no,694,3rd Party,B-10311
2020,34,apartment,SPAIN,Barcelona,7,yes,691,3rd Party,B-10312
2020,34,condo,ITALY,Rome,4,no,690,3rd Party,B-10313
2020,34,apartment,BELGIUM,Brussels,8,yes,687,3rd Party,B-10314
2019,30,apartment,SPAIN,Barcelona,8,yes,902,Direct,B-10315
2020,34,condo,ITALY,Rome,5,no,685,3rd Party,B-10316
2020,34,house,BELGIUM,Brussels,7,yes,684,Direct,B-10317
2020,34,apartment,SPAIN,Barcelona,5,yes,683,3rd Party,B-10318
2020,34,condo,BELGIUM,Brussels,6,no,680,3rd Party,B-10319
2020,34,apartment,SPAIN,Madrid,5,yes,678,3rd Party,B-10320
2019,37,house,ITALY,Rome,7,yes,189,3rd Party,B-10321
2020,34,apartment,FRANCE,Paris,7,no,676,Direct,B-10322
2020,34,apartment,SPAIN,Barcelona,6,yes,675,3rd Party,B-10323
2020,34,apartment,SPAIN,Barcelona,9,yes,674,3rd Party,B-10324
2020,34,apartment,FRANCE,Paris,8,no,673,Direct,B-10325
2020,34,house,SPAIN,Barcelona,8,yes,672,3rd Party,B-10326
2020,34,apartment,ITALY,Rome,6,yes,669,3rd Party,B-10327
2020,34,apartment,SPAIN,Madrid,8,yes,668,3rd Party,B-10328
2019,30,house,ITALY,Rome,7,no,867,Direct,B-10329
2020,34,apartment,ITALY,Rome,6,yes,708,3rd Party,B-10330
2020,34,house,ITALY,Rome,7,no,711,Direct,B-10331
2020,34,apartment,SPAIN,Barcelona,8,no,712,3rd Party,B-10332
2019,30,house,FRANCE,Paris,7,yes,901,Direct,B-10333
2020,34,apartment,SPAIN,Madrid,4,yes,744,3rd Party,B-10334
2019,30,apartment,SPAIN,Barcelona,4,yes,900,3rd Party,B-10335
2019,30,condo,SPAIN,Madrid,9,no,898,3rd Party,B-10336
2019,30,house,FRANCE,Paris,4,no,897,3rd Party,B-10337
2020,34,condo,FRANCE,Lyon,4,no,742,3rd Party,B-10338
2019,30,condo,SPAIN,Madrid,7,yes,895,3rd Party,B-10339
2019,37,house,ITALY,Rome,5,yes,84,3rd Party,B-10340
2020,34,condo,FRANCE,Paris,6,yes,741,3rd Party,B-10341
2020,34,condo,ITALY,Naples,4,yes,740,3rd Party,B-10342
2020,34,house,SPAIN,Madrid,5,yes,739,3rd Party,B-10343
2020,34,apartment,SPAIN,Barcelona,7,no,738,3rd Party,B-10344
2019,37,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-10345
2019,5,apartment,BELGIUM,Brussels,7,no,594,3rd Party,B-10346
2019,30,apartment,SPAIN,Madrid,9,no,885,3rd Party,B-10347
2019,30,condo,FRANCE,Paris,8,no,879,3rd Party,B-10348
2020,34,condo,ITALY,Naples,8,yes,727,3rd Party,B-10349
2019,30,house,ITALY,Rome,5,no,878,3rd Party,B-10350
2019,37,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-10351
2019,37,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-10352
2020,34,house,ITALY,Rome,7,no,722,Direct,B-10353
2020,34,house,SPAIN,Barcelona,4,yes,721,3rd Party,B-10354
2019,30,house,FRANCE,Paris,6,yes,874,Direct,B-10355
2020,34,house,SPAIN,Barcelona,5,yes,719,3rd Party,B-10356
2019,30,condo,FRANCE,Paris,6,yes,871,3rd Party,B-10357
2020,34,house,FRANCE,Paris,8,no,715,3rd Party,B-10358
2020,34,condo,SPAIN,Barcelona,7,yes,713,3rd Party,B-10359
2020,34,condo,SPAIN,Barcelona,8,no,841,3rd Party,B-10360
2020,34,condo,FRANCE,Paris,5,yes,844,3rd Party,B-10361
2020,34,house,SPAIN,Madrid,7,yes,845,3rd Party,B-10362
2020,34,condo,BELGIUM,Brussels,6,yes,972,3rd Party,B-10363
2020,35,apartment,BELGIUM,Brussels,6,yes,7,3rd Party,B-10364
2020,35,condo,ITALY,Rome,6,yes,4,3rd Party,B-10365
2020,34,apartment,ITALY,Rome,9,no,998,3rd Party,B-10366
2019,31,house,SPAIN,Madrid,5,yes,19,3rd Party,B-10367
2020,34,house,BELGIUM,Brussels,6,yes,989,Direct,B-10368
2019,31,apartment,FRANCE,Paris,6,yes,17,Direct,B-10369
2019,31,apartment,SPAIN,Madrid,8,yes,15,3rd Party,B-10370
2020,34,apartment,ITALY,Rome,6,no,978,3rd Party,B-10371
2019,31,apartment,SPAIN,Madrid,9,no,11,3rd Party,B-10372
2020,34,condo,SPAIN,Madrid,9,yes,976,3rd Party,B-10373
2019,5,apartment,ITALY,Rome,8,yes,395,3rd Party,B-10374
2019,31,apartment,FRANCE,Paris,8,no,9,Direct,B-10375
2019,31,apartment,ITALY,Naples,6,yes,8,3rd Party,B-10376
2019,31,apartment,BELGIUM,Brussels,6,yes,7,Direct,B-10377
2020,34,apartment,SPAIN,Madrid,6,no,847,3rd Party,B-10378
2019,5,condo,BELGIUM,Brussels,4,no,402,3rd Party,B-10379
2020,34,apartment,SPAIN,Madrid,4,yes,966,3rd Party,B-10380
2019,31,condo,ITALY,Rome,6,yes,4,3rd Party,B-10381
2020,34,apartment,FRANCE,Paris,9,no,962,3rd Party,B-10382
2019,5,house,BELGIUM,Brussels,5,yes,408,3rd Party,B-10383
2019,36,condo,ITALY,Rome,9,yes,910,3rd Party,B-10384
2019,31,condo,ITALY,Naples,6,yes,0,3rd Party,B-10385
2019,30,apartment,ITALY,Rome,9,no,998,Direct,B-10386
2019,30,house,SPAIN,Madrid,8,yes,991,3rd Party,B-10387
2020,34,condo,SPAIN,Madrid,4,no,955,3rd Party,B-10388
2020,34,house,SPAIN,Barcelona,6,yes,953,3rd Party,B-10389
2020,34,condo,FRANCE,Paris,9,no,950,3rd Party,B-10390
2020,34,apartment,SPAIN,Barcelona,9,yes,949,Direct,B-10391
2020,35,apartment,FRANCE,Paris,8,no,9,3rd Party,B-10392
2019,31,apartment,ITALY,Rome,9,no,25,Direct,B-10393
2019,36,condo,BELGIUM,Brussels,9,yes,859,3rd Party,B-10394
2019,36,apartment,ITALY,Rome,9,yes,855,3rd Party,B-10395
2020,35,apartment,SPAIN,Madrid,7,yes,60,Direct,B-10396
2019,5,condo,ITALY,Rome,5,yes,343,3rd Party,B-10397
2020,35,condo,SPAIN,Barcelona,8,no,59,3rd Party,B-10398
2020,35,apartment,SPAIN,Madrid,8,yes,58,3rd Party,B-10399
2020,35,condo,ITALY,Rome,5,no,57,3rd Party,B-10400
2019,36,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-10401
2020,35,condo,SPAIN,Barcelona,7,no,54,3rd Party,B-10402
2020,35,apartment,BELGIUM,Brussels,4,no,53,3rd Party,B-10403
2019,36,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-10404
2019,31,apartment,BELGIUM,Brussels,8,yes,45,Direct,B-10405
2020,35,condo,FRANCE,Lyon,6,yes,50,3rd Party,B-10406
2019,31,apartment,SPAIN,Barcelona,4,yes,44,Direct,B-10407
2020,35,apartment,BELGIUM,Brussels,8,yes,45,3rd Party,B-10408
2020,35,apartment,SPAIN,Barcelona,4,yes,44,3rd Party,B-10409
2020,35,apartment,SPAIN,Barcelona,4,yes,41,3rd Party,B-10410
2019,5,condo,BELGIUM,Brussels,5,yes,358,3rd Party,B-10411
2019,31,apartment,SPAIN,Barcelona,4,yes,41,Direct,B-10412
2019,31,apartment,ITALY,Naples,5,yes,38,3rd Party,B-10413
2020,35,apartment,SPAIN,Madrid,8,no,34,3rd Party,B-10414
2020,35,condo,FRANCE,Paris,5,no,32,3rd Party,B-10415
2020,35,apartment,ITALY,Rome,9,no,25,3rd Party,B-10416
2019,31,condo,FRANCE,Paris,5,no,32,3rd Party,B-10417
2020,35,house,SPAIN,Madrid,5,yes,19,3rd Party,B-10418
2019,31,condo,SPAIN,Barcelona,4,yes,31,3rd Party,B-10419
2020,35,apartment,FRANCE,Paris,6,yes,17,3rd Party,B-10420
2020,35,apartment,SPAIN,Madrid,8,yes,15,Direct,B-10421
2020,35,condo,FRANCE,Lyon,5,yes,13,3rd Party,B-10422
2020,34,apartment,SPAIN,Barcelona,8,no,947,3rd Party,B-10423
2019,30,house,BELGIUM,Brussels,6,yes,989,Direct,B-10424
2020,34,house,BELGIUM,Brussels,6,yes,939,Direct,B-10425
2019,30,condo,BELGIUM,Brussels,6,yes,972,3rd Party,B-10426
2019,30,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-10427
2020,34,apartment,SPAIN,Madrid,9,no,885,3rd Party,B-10428
2019,36,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-10429
2020,34,house,ITALY,Rome,5,no,878,3rd Party,B-10430
2019,30,apartment,SPAIN,Madrid,4,yes,966,3rd Party,B-10431
2019,5,condo,ITALY,Rome,6,yes,473,3rd Party,B-10432
2020,34,house,FRANCE,Paris,6,yes,874,3rd Party,B-10433
2020,34,house,BELGIUM,Brussels,8,no,873,3rd Party,B-10434
2019,30,apartment,FRANCE,Paris,9,no,962,Direct,B-10435
2020,34,house,ITALY,Rome,7,no,867,3rd Party,B-10436
2019,30,condo,ITALY,Rome,5,yes,956,3rd Party,B-10437
2020,34,condo,ITALY,Rome,5,yes,865,3rd Party,B-10438
2020,34,house,FRANCE,Paris,7,no,864,3rd Party,B-10439
2019,30,condo,SPAIN,Madrid,4,no,955,3rd Party,B-10440
2019,36,house,BELGIUM,Brussels,6,yes,989,3rd Party,B-10441
2020,34,condo,FRANCE,Nice,7,yes,861,3rd Party,B-10442
2019,30,house,SPAIN,Barcelona,6,yes,953,3rd Party,B-10443
2020,34,condo,BELGIUM,Brussels,9,yes,859,3rd Party,B-10444
2019,30,apartment,SPAIN,Barcelona,9,yes,949,Direct,B-10445
2020,34,apartment,ITALY,Rome,9,yes,855,Direct,B-10446
2020,34,condo,BELGIUM,Brussels,9,yes,854,3rd Party,B-10447
2020,34,condo,SPAIN,Madrid,9,no,853,3rd Party,B-10448
2020,34,house,ITALY,Rome,6,no,852,3rd Party,B-10449
2020,34,condo,ITALY,Milan,7,yes,851,3rd Party,B-10450
2019,5,house,ITALY,Rome,5,yes,495,3rd Party,B-10451
2020,34,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-10452
2019,30,apartment,SPAIN,Barcelona,8,no,947,3rd Party,B-10453
2020,34,apartment,SPAIN,Barcelona,6,no,890,3rd Party,B-10454
2019,5,condo,BELGIUM,Brussels,8,no,464,3rd Party,B-10455
2020,34,house,BELGIUM,Brussels,5,yes,938,Direct,B-10456
2019,5,condo,ITALY,Rome,9,no,463,3rd Party,B-10457
2020,34,apartment,ITALY,Milan,8,yes,936,3rd Party,B-10458
2020,34,house,ITALY,Rome,5,no,935,Direct,B-10459
2020,34,apartment,ITALY,Rome,9,yes,934,Direct,B-10460
2019,5,condo,BELGIUM,Brussels,9,yes,433,3rd Party,B-10461
2020,34,apartment,ITALY,Rome,6,yes,932,Direct,B-10462
2019,36,apartment,ITALY,Rome,9,yes,934,3rd Party,B-10463
2019,30,condo,FRANCE,Lyon,7,no,982,3rd Party,B-10464
2019,30,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-10465
2020,34,apartment,FRANCE,Paris,4,no,928,3rd Party,B-10466
2020,34,apartment,SPAIN,Barcelona,4,no,926,3rd Party,B-10467
2019,30,condo,SPAIN,Madrid,4,yes,980,3rd Party,B-10468
2020,34,house,ITALY,Rome,7,yes,923,Direct,B-10469
2020,34,condo,FRANCE,Lyon,6,yes,921,3rd Party,B-10470
2020,34,apartment,FRANCE,Paris,5,no,918,3rd Party,B-10471
2020,34,apartment,ITALY,Milan,5,yes,916,3rd Party,B-10472
2019,30,condo,ITALY,Rome,9,no,979,3rd Party,B-10473
2020,34,apartment,SPAIN,Madrid,6,yes,913,3rd Party,B-10474
2020,34,condo,ITALY,Rome,9,yes,910,3rd Party,B-10475
2020,34,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-10476
2020,34,condo,ITALY,Rome,9,yes,905,3rd Party,B-10477
2019,30,apartment,ITALY,Rome,6,no,978,Direct,B-10478
2020,34,apartment,SPAIN,Barcelona,8,yes,902,Direct,B-10479
2020,34,house,FRANCE,Paris,7,yes,901,Direct,B-10480
2020,34,apartment,SPAIN,Barcelona,4,yes,900,Direct,B-10481
2019,30,condo,SPAIN,Madrid,9,yes,976,3rd Party,B-10482
2019,36,house,BELGIUM,Brussels,5,yes,938,3rd Party,B-10483
2020,34,house,FRANCE,Paris,4,no,897,3rd Party,B-10484
2020,40,apartment,BELGIUM,Brussels,7,yes,197,3rd Party,B-10485
2020,40,condo,BELGIUM,Brussels,8,no,200,3rd Party,B-10486
2020,40,condo,ITALY,Rome,4,yes,203,3rd Party,B-10487
2019,34,apartment,SPAIN,Barcelona,6,yes,750,3rd Party,B-10488
2019,34,condo,SPAIN,Barcelona,4,yes,737,3rd Party,B-10489
2019,34,house,SPAIN,Madrid,5,yes,739,3rd Party,B-10490
2019,34,condo,FRANCE,Lyon,4,no,742,3rd Party,B-10491
2020,48,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-10492
2019,34,apartment,SPAIN,Madrid,4,yes,744,3rd Party,B-10493
2019,33,condo,FRANCE,Paris,7,no,649,3rd Party,B-10494
2020,48,condo,BELGIUM,Brussels,7,no,813,3rd Party,B-10495
2020,48,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-10496
2019,33,house,SPAIN,Madrid,6,yes,647,3rd Party,B-10497
2020,48,condo,ITALY,Rome,5,yes,796,3rd Party,B-10498
2020,48,apartment,ITALY,Rome,7,yes,788,3rd Party,B-10499
2019,34,condo,SPAIN,Barcelona,6,no,748,3rd Party,B-10500
2020,48,house,ITALY,Rome,8,yes,772,3rd Party,B-10501
2019,34,house,FRANCE,Paris,7,no,753,3rd Party,B-10502
2019,34,condo,SPAIN,Madrid,7,no,757,3rd Party,B-10503
2019,33,condo,SPAIN,Barcelona,8,yes,636,3rd Party,B-10504
2019,33,house,FRANCE,Paris,7,yes,635,3rd Party,B-10505
2020,48,apartment,ITALY,Rome,6,yes,708,3rd Party,B-10506
2019,33,condo,FRANCE,Lyon,7,yes,632,3rd Party,B-10507
2020,48,condo,ITALY,Rome,5,no,694,3rd Party,B-10508
2020,48,condo,ITALY,Rome,4,no,690,3rd Party,B-10509
2019,1,condo,ITALY,Rome,9,yes,905,3rd Party,B-10510
2019,34,house,FRANCE,Paris,6,yes,755,3rd Party,B-10511
2020,48,apartment,BELGIUM,Brussels,8,yes,687,3rd Party,B-10512
2020,48,condo,ITALY,Rome,5,no,685,3rd Party,B-10513
2019,1,condo,ITALY,Rome,9,yes,910,3rd Party,B-10514
2020,48,condo,BELGIUM,Brussels,6,no,680,3rd Party,B-10515
2020,48,condo,ITALY,Rome,8,yes,677,3rd Party,B-10516
2020,48,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-10517
2019,34,condo,SPAIN,Madrid,6,no,736,3rd Party,B-10518
2019,33,house,FRANCE,Paris,9,yes,658,3rd Party,B-10519
2020,48,apartment,ITALY,Rome,9,yes,855,3rd Party,B-10520
2019,33,apartment,SPAIN,Barcelona,5,yes,683,3rd Party,B-10521
2020,48,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-10522
2019,34,house,ITALY,Rome,7,no,722,Direct,B-10523
2019,33,apartment,SPAIN,Madrid,5,yes,678,3rd Party,B-10524
2019,33,condo,ITALY,Rome,8,yes,677,3rd Party,B-10525
2020,48,house,BELGIUM,Brussels,5,yes,938,3rd Party,B-10526
2019,33,apartment,FRANCE,Paris,7,no,676,3rd Party,B-10527
2019,1,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-10528
2020,48,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-10529
2019,33,apartment,SPAIN,Barcelona,6,yes,675,3rd Party,B-10530
2019,33,apartment,SPAIN,Barcelona,9,yes,674,Direct,B-10531
2019,33,apartment,FRANCE,Paris,8,no,673,3rd Party,B-10532
2019,33,house,SPAIN,Barcelona,8,yes,672,3rd Party,B-10533
2019,33,condo,ITALY,Naples,6,yes,671,3rd Party,B-10534
2020,48,house,ITALY,Rome,7,yes,923,3rd Party,B-10535
2019,33,house,SPAIN,Madrid,8,yes,670,3rd Party,B-10536
2020,48,condo,ITALY,Rome,9,yes,910,3rd Party,B-10537
2020,48,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-10538
2019,33,apartment,ITALY,Rome,6,yes,669,3rd Party,B-10539
2019,33,apartment,SPAIN,Madrid,8,yes,668,Direct,B-10540
2020,48,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-10541
2019,34,house,SPAIN,Barcelona,4,yes,728,3rd Party,B-10542
2019,1,condo,ITALY,Rome,5,yes,865,3rd Party,B-10543
2019,34,apartment,SPAIN,Madrid,6,no,730,3rd Party,B-10544
2019,33,house,SPAIN,Madrid,6,yes,662,3rd Party,B-10545
2020,48,condo,ITALY,Rome,5,yes,865,3rd Party,B-10546
2019,34,condo,SPAIN,Madrid,9,yes,733,3rd Party,B-10547
2019,33,condo,FRANCE,Lyon,7,no,627,3rd Party,B-10548
2019,34,apartment,ITALY,Rome,6,yes,758,3rd Party,B-10549
2020,48,condo,BELGIUM,Brussels,4,yes,243,3rd Party,B-10550
2020,48,condo,ITALY,Rome,5,yes,343,3rd Party,B-10551
2020,48,condo,BELGIUM,Brussels,9,yes,465,3rd Party,B-10552
2020,48,condo,ITALY,Rome,9,no,463,3rd Party,B-10553
2019,33,apartment,ITALY,Rome,7,no,583,Direct,B-10554
2019,1,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-10555
2020,48,house,ITALY,Rome,9,yes,441,3rd Party,B-10556
2020,48,apartment,ITALY,Rome,7,yes,438,3rd Party,B-10557
2019,34,house,SPAIN,Barcelona,8,yes,785,3rd Party,B-10558
2019,1,condo,BELGIUM,Brussels,6,yes,972,3rd Party,B-10559
2019,34,apartment,ITALY,Rome,7,yes,788,3rd Party,B-10560
2020,48,apartment,BELGIUM,Brussels,9,yes,409,3rd Party,B-10561
2020,48,apartment,BELGIUM,Brussels,8,no,406,3rd Party,B-10562
2020,48,condo,BELGIUM,Brussels,5,yes,358,3rd Party,B-10563
2020,48,apartment,BELGIUM,Brussels,7,yes,344,3rd Party,B-10564
2020,48,apartment,BELGIUM,Brussels,4,no,337,3rd Party,B-10565
2019,33,apartment,BELGIUM,Brussels,4,no,624,3rd Party,B-10566
2019,33,condo,SPAIN,Barcelona,7,no,573,3rd Party,B-10567
2019,34,condo,ITALY,Rome,5,yes,796,3rd Party,B-10568
2019,33,apartment,ITALY,Rome,5,yes,569,Direct,B-10569
2019,33,condo,FRANCE,Paris,7,no,568,3rd Party,B-10570
2019,33,house,SPAIN,Madrid,6,yes,567,3rd Party,B-10571
2020,48,condo,BELGIUM,Brussels,5,yes,297,3rd Party,B-10572
2019,33,apartment,SPAIN,Madrid,6,no,565,3rd Party,B-10573
2020,48,condo,ITALY,Rome,4,yes,285,3rd Party,B-10574
2019,34,condo,SPAIN,Barcelona,6,no,799,3rd Party,B-10575
2019,33,condo,SPAIN,Barcelona,9,no,562,3rd Party,B-10576
2019,33,condo,SPAIN,Barcelona,7,yes,561,3rd Party,B-10577
2020,48,condo,ITALY,Rome,5,yes,254,3rd Party,B-10578
2019,33,condo,SPAIN,Madrid,5,no,560,3rd Party,B-10579
2020,48,condo,ITALY,Rome,6,yes,473,3rd Party,B-10580
2019,33,apartment,ITALY,Rome,4,yes,585,3rd Party,B-10581
2019,33,apartment,BELGIUM,Brussels,7,yes,586,3rd Party,B-10582
2020,48,apartment,BELGIUM,Brussels,5,yes,480,3rd Party,B-10583
2019,33,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-10584
2019,33,house,ITALY,Rome,7,no,619,3rd Party,B-10585
2019,33,condo,SPAIN,Madrid,4,yes,617,3rd Party,B-10586
2019,1,house,ITALY,Rome,7,yes,923,3rd Party,B-10587
2020,48,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-10588
2019,33,condo,SPAIN,Barcelona,7,no,616,3rd Party,B-10589
2020,48,apartment,BELGIUM,Brussels,7,no,599,3rd Party,B-10590
2019,34,apartment,SPAIN,Barcelona,7,yes,765,3rd Party,B-10591
2020,48,apartment,BELGIUM,Brussels,7,no,594,3rd Party,B-10592
2020,48,apartment,BELGIUM,Brussels,7,yes,586,3rd Party,B-10593
2019,34,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-10594
2019,33,house,FRANCE,Paris,5,yes,608,Direct,B-10595
2019,1,apartment,ITALY,Rome,9,yes,934,3rd Party,B-10596
2019,34,condo,SPAIN,Barcelona,9,no,768,3rd Party,B-10597
2020,48,apartment,ITALY,Rome,5,yes,569,3rd Party,B-10598
2020,48,condo,ITALY,Rome,9,no,556,3rd Party,B-10599
2019,34,house,ITALY,Rome,8,yes,772,Direct,B-10600
2020,48,condo,ITALY,Rome,7,yes,549,3rd Party,B-10601
2019,33,house,FRANCE,Paris,7,yes,602,Direct,B-10602
2019,33,condo,FRANCE,Paris,8,no,601,3rd Party,B-10603
2019,34,apartment,BELGIUM,Brussels,8,yes,774,Direct,B-10604
2019,33,condo,FRANCE,Paris,8,no,597,3rd Party,B-10605
2019,34,condo,SPAIN,Barcelona,6,no,776,3rd Party,B-10606
2020,48,condo,ITALY,Rome,8,yes,506,3rd Party,B-10607
2019,34,condo,ITALY,Milan,9,yes,777,3rd Party,B-10608
2019,33,condo,SPAIN,Madrid,4,no,589,3rd Party,B-10609
2019,33,apartment,FRANCE,Paris,5,yes,587,Direct,B-10610
2020,48,condo,ITALY,Rome,9,no,979,3rd Party,B-10611
2019,33,house,BELGIUM,Brussels,7,yes,684,Direct,B-10612
2019,34,house,SPAIN,Barcelona,4,yes,721,3rd Party,B-10613
2019,34,apartment,BELGIUM,Brussels,8,yes,687,Direct,B-10614
2019,33,house,ITALY,Rome,8,yes,772,Direct,B-10615
2020,49,apartment,BELGIUM,Brussels,7,no,599,3rd Party,B-10616
2019,34,apartment,SPAIN,Barcelona,5,yes,683,3rd Party,B-10617
2019,34,house,BELGIUM,Brussels,7,yes,684,Direct,B-10618
2020,49,apartment,BELGIUM,Brussels,7,yes,586,3rd Party,B-10619
2019,33,condo,SPAIN,Madrid,4,no,769,3rd Party,B-10620
2019,33,condo,SPAIN,Barcelona,9,no,768,3rd Party,B-10621
2019,33,house,SPAIN,Madrid,8,yes,767,3rd Party,B-10622
2020,49,apartment,ITALY,Rome,5,yes,569,3rd Party,B-10623
2019,33,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-10624
2020,49,condo,ITALY,Rome,9,no,556,3rd Party,B-10625
2019,33,apartment,SPAIN,Barcelona,7,yes,765,3rd Party,B-10626
2019,34,condo,ITALY,Rome,5,no,685,3rd Party,B-10627
2019,33,apartment,ITALY,Rome,6,yes,758,Direct,B-10628
2019,33,apartment,BELGIUM,Brussels,8,yes,687,Direct,B-10629
2020,49,condo,ITALY,Rome,9,yes,513,3rd Party,B-10630
2020,49,condo,ITALY,Rome,8,yes,506,3rd Party,B-10631
2019,34,house,ITALY,Rome,5,no,688,3rd Party,B-10632
2020,49,house,ITALY,Rome,5,yes,495,3rd Party,B-10633
2019,34,condo,ITALY,Rome,4,no,690,3rd Party,B-10634
2019,33,house,FRANCE,Paris,6,yes,755,Direct,B-10635
2019,33,house,FRANCE,Paris,7,no,753,3rd Party,B-10636
2019,34,apartment,SPAIN,Barcelona,7,yes,691,Direct,B-10637
2019,33,house,SPAIN,Barcelona,8,yes,751,3rd Party,B-10638
2020,49,condo,BELGIUM,Brussels,9,no,468,3rd Party,B-10639
2019,33,apartment,SPAIN,Barcelona,6,yes,750,Direct,B-10640
2019,34,condo,ITALY,Rome,5,no,694,3rd Party,B-10641
2019,33,condo,SPAIN,Barcelona,6,no,748,3rd Party,B-10642
2019,33,apartment,BELGIUM,Brussels,8,yes,774,3rd Party,B-10643
2019,34,condo,BELGIUM,Brussels,6,no,680,3rd Party,B-10644
2019,34,apartment,SPAIN,Madrid,5,yes,678,3rd Party,B-10645
2019,34,condo,ITALY,Rome,8,yes,677,3rd Party,B-10646
2019,33,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-10647
2019,33,house,SPAIN,Barcelona,8,yes,810,3rd Party,B-10648
2020,49,condo,BELGIUM,Brussels,7,no,813,3rd Party,B-10649
2019,1,condo,ITALY,Rome,8,yes,677,3rd Party,B-10650
2020,49,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-10651
2020,49,condo,ITALY,Rome,5,yes,796,3rd Party,B-10652
2019,34,house,SPAIN,Madrid,6,yes,662,3rd Party,B-10653
2019,1,house,BELGIUM,Brussels,7,yes,684,3rd Party,B-10654
2019,1,condo,ITALY,Rome,5,no,685,3rd Party,B-10655
2019,33,house,FRANCE,Paris,5,yes,801,Direct,B-10656
2019,34,apartment,SPAIN,Madrid,8,yes,668,Direct,B-10657
2019,34,apartment,ITALY,Rome,6,yes,669,3rd Party,B-10658
2019,1,condo,ITALY,Rome,5,no,694,3rd Party,B-10659
2019,33,apartment,ITALY,Milan,4,yes,793,3rd Party,B-10660
